,targetdataset,sourcedataset
12128,16,72
12129,15,78
12130,55,78
12131,50,9
12132,47,19
12133,74,15
12134,41,52
12135,20,31
12136,23,15
12137,5,6
12138,39,47
12139,75,41
12140,1,50
12141,30,35
12142,29,45
12143,69,33
12144,76,52
12145,17,73
12146,50,53
12147,4,63
12148,69,59
12149,23,6
12150,63,16
12151,62,15
12152,79,51
12153,17,66
12154,7,68
12155,9,13
12156,26,66
12157,64,31
12158,45,3
12159,72,77
12160,60,57
12161,27,49
12162,18,30
12163,59,39
12164,28,3
12165,61,6
12166,2,43
12167,47,50
12168,24,18
12169,71,65
12170,51,35
12171,54,1
12172,35,69
12173,41,36
12174,51,73
12175,0,21
12176,70,37
12177,40,27
12178,18,41
12179,75,56
12180,62,74
12181,75,19
12182,0,50
12183,49,54
12184,27,75
12185,51,4
12186,10,63
12187,20,46
12188,38,24
12189,79,66
12190,11,28
12191,64,30
12192,39,10
12193,26,59
12194,20,70
12195,45,40
12196,74,2
12197,75,52
12198,70,34
12199,37,27
12200,32,27
12201,61,31
12202,39,25
12203,12,57
12204,20,37
12205,24,43
12206,45,17
12207,69,74
12208,19,13
12209,20,27
12210,43,76
12211,0,31
12212,62,55
12213,34,40
12214,19,11
12215,47,44
12216,12,19
12217,54,26
12218,59,24
12219,66,27
12220,25,61
12221,65,79
12222,34,54
12223,20,25
12224,40,21
12225,59,15
12226,49,44
12227,19,23
12228,3,55
12229,68,22
12230,26,36
12231,18,45
12232,58,31
12233,63,0
12234,74,2
12235,26,53
12236,45,14
12237,34,14
12238,44,0
12239,47,56
12240,14,35
12241,29,3
12242,78,61
12243,35,71
12244,46,15
12245,73,18
12246,18,68
12247,35,39
12248,16,3
12249,23,6
12250,24,1
12251,39,28
12252,57,21
12253,64,70
12254,26,35
12255,23,56
12256,68,53
12257,38,63
12258,7,0
12259,25,8
12260,55,42
12261,48,31
12262,30,24
12263,68,37
12264,67,77
12265,26,45
12266,58,33
12267,33,71
12268,42,37
12269,8,76
12270,61,18
12271,63,57
12272,36,76
12273,10,38
12274,79,70
12275,26,40
12276,11,3
12277,36,27
12278,9,64
12279,26,61
12280,57,48
12281,48,68
12282,52,2
12283,69,28
12284,63,72
12285,40,4
12286,21,66
12287,62,11
12288,8,17
12289,33,12
12290,47,28
12291,13,25
12292,71,7
12293,65,61
12294,68,5
12295,31,77
12296,27,43
12297,54,48
12298,21,59
12299,33,50
12300,34,30
12301,4,42
12302,32,52
12303,45,52
12304,20,16
12305,76,10
12306,26,39
12307,16,9
12308,55,15
12309,50,30
12310,40,38
12311,34,54
12312,49,6
12313,77,24
12314,42,18
12315,65,47
12316,24,44
12317,0,32
12318,67,64
12319,44,2
12320,66,7
12321,61,53
12322,34,7
12323,5,22
12324,52,74
12325,29,77
12326,41,52
12327,21,67
12328,16,26
12329,70,1
12330,0,12
12331,44,57
12332,21,65
12333,79,29
12334,71,56
12335,30,8
12336,43,64
12337,10,51
12338,25,66
12339,17,75
12340,28,76
12341,34,59
12342,75,35
12343,45,65
12344,77,50
12345,23,28
12346,7,27
12347,16,72
12348,28,72
12349,64,36
12350,39,66
12351,59,71
12352,12,22
12353,64,72
12354,60,25
12355,37,19
12356,69,74
12357,77,51
12358,35,11
12359,5,62
12360,7,56
12361,14,11
12362,32,23
12363,56,65
12364,25,9
12365,11,50
12366,26,22
12367,79,2
12368,69,68
12369,10,37
12370,55,2
12371,57,14
12372,51,35
12373,19,71
12374,62,3
12375,72,3
12376,1,17
12377,76,64
12378,22,9
12379,41,69
12380,70,44
12381,18,49
12382,21,36
12383,20,41
12384,9,10
12385,28,42
12386,3,18
12387,73,76
12388,58,19
12389,38,51
12390,77,34
12391,29,27
12392,24,57
12393,22,21
12394,76,61
12395,70,53
12396,37,51
12397,49,10
12398,7,57
12399,3,73
12400,77,17
12401,45,75
12402,25,33
12403,71,74
12404,27,77
12405,4,65
12406,6,14
12407,1,77
12408,69,74
12409,59,28
12410,36,45
12411,26,40
12412,75,56
12413,7,24
12414,6,57
12415,59,74
12416,64,61
12417,39,50
12418,12,33
12419,70,67
12420,33,58
12421,41,72
12422,55,32
12423,60,12
12424,53,44
12425,76,39
12426,36,77
12427,17,71
12428,18,5
12429,28,2
12430,55,43
12431,74,21
12432,4,18
12433,1,51
12434,54,65
12435,39,34
12436,18,62
12437,5,34
12438,22,39
12439,32,79
12440,71,21
12441,69,23
12442,2,53
12443,35,38
12444,58,19
12445,75,74
12446,29,17
12447,59,37
12448,52,28
12449,41,3
12450,66,55
12451,41,21
12452,75,37
12453,6,74
12454,59,71
12455,75,36
12456,57,22
12457,67,68
12458,32,37
12459,8,45
12460,38,16
12461,78,55
12462,40,29
12463,56,63
12464,18,23
12465,4,8
12466,65,55
12467,10,17
12468,77,30
12469,1,76
12470,59,79
12471,47,44
12472,54,6
12473,53,48
12474,7,24
12475,41,32
12476,36,64
12477,60,57
12478,54,70
12479,12,32
12480,67,8
12481,16,38
12482,24,42
12483,41,30
12484,58,54
12485,78,24
12486,3,76
12487,64,75
12488,64,17
12489,16,70
12490,55,47
12491,8,36
12492,44,18
12493,70,36
12494,14,61
12495,53,19
12496,4,77
12497,57,55
12498,31,72
12499,75,49
12500,69,11
12501,14,11
12502,56,70
12503,54,9
12504,79,17
12505,12,5
12506,57,41
12507,60,45
12508,65,44
12509,0,22
12510,44,52
12511,64,29
12512,60,22
12513,70,6
12514,46,61
12515,62,32
12516,42,28
12517,58,7
12518,12,61
12519,60,3
12520,12,64
12521,22,50
12522,42,24
12523,75,47
12524,67,6
12525,9,45
12526,33,14
12527,10,28
12528,76,21
12529,39,18
12530,33,21
12531,52,33
12532,30,17
12533,73,19
12534,63,18
12535,15,37
12536,78,64
12537,75,46
12538,9,51
12539,36,44
12540,3,58
12541,14,6
12542,26,55
12543,17,78
12544,42,72
12545,78,26
12546,42,35
12547,17,9
12548,10,23
12549,65,77
12550,29,39
12551,70,71
12552,56,74
12553,27,36
12554,63,78
12555,41,28
12556,78,40
12557,69,52
12558,8,3
12559,54,49
12560,67,29
12561,8,79
12562,19,4
12563,51,77
12564,75,53
12565,17,70
12566,68,57
12567,69,78
12568,54,34
12569,49,3
12570,26,5
12571,15,20
12572,15,50
12573,12,46
12574,72,26
12575,42,51
12576,42,77
12577,62,55
12578,33,19
12579,45,54
12580,66,44
12581,0,75
12582,68,29
12583,68,32
12584,77,47
12585,44,38
12586,17,75
12587,2,31
12588,72,25
12589,21,32
12590,1,18
12591,31,14
12592,12,41
12593,5,35
12594,3,79
12595,78,49
12596,25,71
12597,26,48
12598,38,9
12599,71,25
12600,29,78
12601,23,27
12602,79,25
12603,12,20
12604,65,14
12605,18,79
12606,72,41
12607,78,71
12608,34,6
12609,5,12
12610,77,33
12611,18,43
12612,43,60
12613,28,66
12614,47,74
12615,5,45
12616,22,59
12617,76,24
12618,1,11
12619,67,63
12620,24,36
12621,74,21
12622,33,52
12623,76,7
12624,7,1
12625,4,51
12626,19,24
12627,77,47
12628,76,77
12629,51,78
12630,0,54
12631,72,21
12632,39,76
12633,36,58
12634,66,0
12635,79,15
12636,8,28
12637,70,15
12638,28,34
12639,4,33
12640,75,53
12641,60,17
12642,5,12
12643,79,57
12644,72,14
12645,63,79
12646,74,56
12647,30,12
12648,69,37
12649,0,1
12650,8,14
12651,23,45
12652,27,8
12653,18,58
12654,72,25
12655,36,24
12656,31,70
12657,63,4
12658,59,66
12659,40,46
12660,54,18
12661,11,20
12662,24,37
12663,40,39
12664,79,22
12665,71,66
12666,7,32
12667,72,28
12668,14,79
12669,74,29
12670,31,15
12671,70,71
12672,28,64
12673,27,42
12674,1,24
12675,1,68
12676,21,30
12677,62,60
12678,4,21
12679,3,13
12680,19,61
12681,51,70
12682,74,16
12683,66,18
12684,13,32
12685,10,50
12686,16,26
12687,73,1
12688,44,28
12689,36,20
12690,7,65
12691,8,7
12692,3,26
12693,57,10
12694,7,33
12695,52,54
12696,53,27
12697,44,42
12698,60,58
12699,72,15
12700,10,16
12701,67,8
12702,24,64
12703,44,27
12704,16,51
12705,68,71
12706,2,37
12707,2,10
12708,38,30
12709,31,38
12710,0,66
12711,6,20
12712,33,18
12713,13,60
12714,6,68
12715,6,12
12716,26,43
12717,7,68
12718,32,47
12719,14,67
12720,31,25
12721,40,9
12722,5,3
12723,13,11
12724,56,63
12725,44,8
12726,55,43
12727,41,5
12728,4,12
12729,0,26
12730,61,38
12731,54,18
12732,16,70
12733,21,29
12734,26,12
12735,11,29
12736,56,31
12737,28,30
12738,34,61
12739,53,6
12740,4,7
12741,74,47
12742,40,62
12743,52,45
12744,16,74
12745,27,45
12746,50,40
12747,35,53
12748,60,52
12749,5,30
12750,70,13
12751,40,38
